user_id,query_type,timestamp,latency_sec,retrieval_score,error_flag,rolling_score,degradation_flag,latency_anomaly,health_score
user_278,support,2025-01-02 22:26:00,0.97,0.832,0,0.73994,0,0,0.8304073187895848
user_184,sales,2025-01-02 22:28:00,1.202,0.467,0,0.73312,0,0,0.6599175228712175
user_43,support,2025-01-02 22:30:00,1.691,0.54,0,0.7281799999999999,0,0,0.6374989444053484
user_127,hr,2025-01-02 22:32:00,1.241,0.641,0,0.7236,0,0,0.7254007037297678
user_85,sales,2025-01-02 22:34:00,0.83,0.55,0,0.71954,0,0,0.7323856439127375
user_22,sales,2025-01-02 22:36:00,1.32,0.938,0,0.7197,0,0,0.835861505981703
user_204,hr,2025-01-02 22:38:00,1.363,0.542,0,0.7146600000000001,0,0,0.6729224489795919
user_220,support,2025-01-02 22:40:00,1.174,0.825,0,0.7170799999999999,0,0,0.806073187895848
user_5,support,2025-01-02 22:42:00,1.138,0.796,0,0.7185199999999999,0,0,0.7982733286418016
user_132,finance,2025-01-02 22:44:00,0.872,0.715,0,0.71702,0,0,0.7939521463757917
user_261,sales,2025-01-02 22:46:00,1.053,0.968,0,0.72722,0,0,0.8760458831808586
user_285,sales,2025-01-02 22:48:00,0.696,0.437,0,0.72114,0,0,0.7013306122448979
user_294,finance,2025-01-02 22:50:00,1.889,0.767,0,0.7262599999999999,0,0,0.7073981703026038
user_228,hr,2025-01-02 22:52:00,0.601,0.883,0,0.73018,0,0,0.8897587614356088
user_200,engineering,2025-01-02 22:54:00,1.482,0.995,1,0.7375,0,0,0.541560872624912
user_256,finance,2025-01-02 22:56:00,1.296,1.0,0,0.74324,0,0,0.8631949331456721
user_176,support,2025-01-02 22:58:00,1.143,0.835,0,0.74578,0,0,0.8133455313159748
user_247,support,2025-01-02 23:00:00,1.556,1.0,0,0.7508199999999999,0,0,0.8357494722026741
user_151,engineering,2025-01-02 23:02:00,0.988,0.682,0,0.7487400000000001,0,0,0.768507248416608
user_43,support,2025-01-02 23:04:00,1.566,0.559,0,0.74808,0,0,0.6582938775510203
user_72,hr,2025-01-02 23:06:00,0.833,0.729,0,0.75122,0,0,0.8036689655172413
user_159,hr,2025-01-02 23:08:00,1.999,0.86,0,0.7515599999999999,0,0,0.7329866291344124
user_233,finance,2025-01-02 23:10:00,1.238,0.673,0,0.7523000000000001,0,0,0.738517382125264
user_266,engineering,2025-01-02 23:12:00,0.148,1.0,0,0.75708,0,0,0.9843771991555244
user_178,engineering,2025-01-02 23:14:00,1.171,0.64,0,0.7553,0,0,0.7323898662913442
user_49,engineering,2025-01-02 23:16:00,2.339,0.565,0,0.75318,0,0,0.5790964109781843
user_231,hr,2025-01-02 23:18:00,1.844,0.752,0,0.75178,0,0,0.7061483462350457
user_34,hr,2025-01-02 23:20:00,1.566,0.831,0,0.7529600000000001,0,0,0.7670938775510203
user_22,support,2025-01-02 23:22:00,1.558,1.0,0,0.75512,0,0,0.8355383532723435
user_11,hr,2025-01-02 23:24:00,2.293,0.647,0,0.75554,0,0,0.6167521463757917
user_55,finance,2025-01-02 23:26:00,1.45,0.496,0,0.75552,0,0,0.645338775510204
user_124,sales,2025-01-02 23:28:00,1.614,0.455,0,0.7511800000000001,0,0,0.6116270232230823
user_89,sales,2025-01-02 23:30:00,0.163,0.747,0,0.74704,0,0,0.8815938071780436
user_81,hr,2025-01-02 23:32:00,1.565,0.803,0,0.75114,0,0,0.7559994370161858
user_286,engineering,2025-01-02 23:34:00,0.592,0.582,0,0.74488,0,0,0.7703087966220972
user_236,finance,2025-01-02 23:36:00,1.131,0.686,0,0.73948,0,0,0.7550122448979593
user_207,finance,2025-01-02 23:38:00,1.032,0.549,0,0.7340399999999999,0,0,0.7106626319493314
user_95,engineering,2025-01-02 23:40:00,1.216,0.496,0,0.72414,0,0,0.6700396903589021
user_202,support,2025-01-02 23:42:00,0.611,0.717,0,0.72714,0,0,0.8223031667839549
user_101,engineering,2025-01-02 23:44:00,1.505,0.517,0,0.7225,0,0,0.6479330049261084
user_219,engineering,2025-01-02 23:46:00,1.221,0.906,0,0.7238000000000001,0,0,0.8335118930330754
user_2,finance,2025-01-02 23:48:00,0.703,0.77,0,0.72532,0,0,0.8337916959887404
user_105,hr,2025-01-02 23:50:00,1.678,1.0,0,0.73378,0,0,0.8228712174524984
user_32,sales,2025-01-02 23:52:00,1.242,0.643,0,0.7276600000000001,0,0,0.7260951442646024
user_52,sales,2025-01-02 23:54:00,0.29,0.644,0,0.7249,0,0,0.8269877551020408
user_95,hr,2025-01-02 23:56:00,0.504,1.0,0,0.7260199999999999,0,0,0.9467980295566503
user_166,finance,2025-01-02 23:58:00,1.645,0.582,0,0.7217399999999999,0,0,0.6591546798029557
user_234,support,2025-01-03 00:00:00,0.817,0.76,0,0.7234400000000001,0,0,0.8177579169598874
user_134,engineering,2025-01-03 00:02:00,1.714,0.825,0,0.72536,0,0,0.7490710767065447
user_270,hr,2025-01-03 00:04:00,1.4,0.78,0,0.7325400000000001,0,0,0.764216748768473
user_198,sales,2025-01-03 00:06:00,0.663,0.762,0,0.73114,0,0,0.8348140745953554
user_200,sales,2025-01-03 00:08:00,1.18,0.539,0,0.7325800000000001,0,0,0.6910398311048558
user_58,hr,2025-01-03 00:10:00,2.037,0.662,0,0.7350200000000001,0,0,0.6497753694581281
user_180,engineering,2025-01-03 00:12:00,0.51,0.685,0,0.7359,0,0,0.820164672765658
user_88,hr,2025-01-03 00:14:00,1.071,0.74,0,0.7397,0,0,0.7829458128078817
user_43,finance,2025-01-03 00:16:00,1.063,0.748,0,0.7359,0,0,0.7869902885292048
user_160,support,2025-01-03 00:18:00,1.275,0.765,0,0.74036,0,0,0.771411681914145
user_122,hr,2025-01-03 00:20:00,1.396,0.818,0,0.7402200000000001,0,0,0.7798389866291344
user_59,finance,2025-01-03 00:22:00,1.44,0.43,0,0.7329000000000001,0,0,0.6199943701618578
user_191,finance,2025-01-03 00:24:00,0.854,0.651,0,0.7316199999999999,0,0,0.7702522167487684
user_261,engineering,2025-01-03 00:26:00,1.717,0.689,0,0.72604,0,0,0.6943543983110485
user_214,sales,2025-01-03 00:28:00,1.138,0.718,0,0.73166,0,0,0.7670733286418016
user_70,sales,2025-01-03 00:30:00,2.338,0.622,0,0.7287600000000001,0,0,0.6020019704433497
user_196,engineering,2025-01-03 00:32:00,0.765,0.748,0,0.7260599999999999,0,0,0.818447009148487
user_95,engineering,2025-01-03 00:34:00,1.108,0.58,0,0.71776,0,0,0.7150401125967628
user_275,finance,2025-01-03 00:36:00,1.154,0.752,0,0.7128,0,0,0.7789843771991556
user_284,finance,2025-01-03 00:38:00,0.948,0.727,0,0.71064,0,0,0.7907296270232231
user_250,hr,2025-01-03 00:40:00,0.817,0.581,0,0.70226,0,0,0.7461579169598873
user_71,finance,2025-01-03 00:42:00,0.993,0.601,0,0.7006399999999999,0,0,0.7355794510907812
user_161,engineering,2025-01-03 00:44:00,0.549,0.472,1,0.6989,0,0,0.4308478536242083
user_27,hr,2025-01-03 00:46:00,1.309,0.683,0,0.69798,0,0,0.7350226600985221
user_4,engineering,2025-01-03 00:48:00,1.72,0.457,0,0.6899200000000001,0,0,0.6012377199155524
user_69,finance,2025-01-03 00:50:00,1.016,0.782,0,0.6921,0,0,0.8055515833919775
user_196,sales,2025-01-03 00:52:00,0.882,0.744,0,0.68698,0,0,0.804496551724138
user_258,engineering,2025-01-03 00:54:00,0.277,0.686,0,0.6879000000000001,0,0,0.8451600281491907
user_209,engineering,2025-01-03 00:56:00,0.777,0.889,0,0.69438,0,0,0.8735802955665024
user_212,engineering,2025-01-03 00:58:00,1.275,0.866,0,0.69666,0,0,0.811811681914145
user_250,finance,2025-01-03 01:00:00,1.78,0.674,0,0.6935199999999999,0,0,0.6817041520056298
user_42,sales,2025-01-03 01:02:00,1.254,0.588,0,0.6852799999999999,0,0,0.7028284306826178
user_15,finance,2025-01-03 01:04:00,1.38,0.826,0,0.6888599999999999,0,0,0.7847279380717804
user_149,support,2025-01-03 01:06:00,1.345,0.674,0,0.69242,0,0,0.7276225193525686
user_140,finance,2025-01-03 01:08:00,2.092,0.752,0,0.69836,0,0,0.6799695988740324
user_275,hr,2025-01-03 01:10:00,2.668,0.589,0,0.6951999999999999,0,0,0.5539673469387755
user_86,engineering,2025-01-03 01:12:00,1.5,0.894,0,0.69702,0,0,0.7992608022519352
user_289,engineering,2025-01-03 01:14:00,0.672,0.711,0,0.6995999999999999,0,0,0.813464039408867
user_281,sales,2025-01-03 01:16:00,0.501,0.93,0,0.7044799999999999,0,0,0.9191147079521464
user_57,sales,2025-01-03 01:18:00,1.149,0.624,0,0.7059799999999999,0,0,0.7283121745249824
user_58,hr,2025-01-03 01:20:00,1.686,0.748,0,0.71102,0,0,0.7212267417311753
user_278,hr,2025-01-03 01:22:00,1.61,0.814,0,0.7129599999999999,0,0,0.7556492610837438
user_277,support,2025-01-03 01:24:00,0.717,0.669,0,0.7160000000000001,0,0,0.7919138634764251
user_225,sales,2025-01-03 01:26:00,0.791,0.58,0,0.7094799999999999,0,0,0.7485024630541872
user_111,engineering,2025-01-03 01:28:00,0.386,1.0,0,0.71408,0,0,0.9592540464461647
user_52,finance,2025-01-03 01:30:00,1.336,0.813,0,0.7103400000000001,0,0,0.784172554539057
user_152,support,2025-01-03 01:32:00,1.746,0.668,0,0.71084,0,0,0.6828931738212527
user_230,hr,2025-01-03 01:34:00,0.532,0.859,0,0.7151400000000001,0,0,0.8874423645320197
user_178,support,2025-01-03 01:36:00,0.6,0.855,0,0.71224,0,0,0.8786643209007741
user_224,support,2025-01-03 01:38:00,0.465,0.561,0,0.71182,0,0,0.7753148486981
user_121,finance,2025-01-03 01:40:00,0.879,0.849,0,0.7136,0,0,0.846813230119634
user_179,sales,2025-01-03 01:42:00,2.009,0.812,0,0.7133400000000001,0,0,0.7127310344827587
user_219,finance,2025-01-03 01:44:00,0.897,0.887,0,0.71548,0,0,0.8601131597466574
user_71,finance,2025-01-03 01:46:00,0.452,0.612,0,0.71248,0,0,0.7970871217452498
user_105,support,2025-01-03 01:48:00,1.24,0.864,0,0.71898,0,0,0.8147062631949331
user_291,hr,2025-01-03 01:50:00,1.096,0.703,0,0.7198,0,0,0.7655068261787473
user_272,hr,2025-01-03 01:52:00,1.071,0.912,0,0.72434,0,0,0.8517458128078819
user_275,finance,2025-01-03 01:54:00,0.821,0.603,0,0.7216,0,0,0.7545356790992259
user_165,hr,2025-01-03 01:56:00,1.064,0.935,0,0.7253399999999999,0,0,0.8616847290640395
user_148,sales,2025-01-03 01:58:00,0.872,0.711,0,0.7242599999999999,0,0,0.7923521463757917
user_136,sales,2025-01-03 02:00:00,0.445,0.717,0,0.72224,0,0,0.8398260380014075
user_48,finance,2025-01-03 02:02:00,1.312,0.57,1,0.72504,0,0,0.38950598170302597
user_210,support,2025-01-03 02:04:00,1.742,0.782,0,0.7276600000000001,0,0,0.7289154116819141
user_141,finance,2025-01-03 02:06:00,0.941,0.391,0,0.7217,0,0,0.6570685432793808
user_67,finance,2025-01-03 02:08:00,1.438,0.488,0,0.7171,0,0,0.6434054890921885
user_74,hr,2025-01-03 02:10:00,1.328,0.464,0,0.71394,0,0,0.6454170302603801
user_126,engineering,2025-01-03 02:12:00,0.814,0.675,0,0.71248,0,0,0.7840745953553836
user_250,finance,2025-01-03 02:14:00,1.026,0.866,0,0.7182000000000001,0,0,0.8380959887403236
user_295,hr,2025-01-03 02:16:00,0.673,0.814,0,0.7194400000000001,0,0,0.8545584799437016
user_212,engineering,2025-01-03 02:18:00,1.035,0.5,0,0.7149,0,0,0.6907459535538354
user_231,support,2025-01-03 02:20:00,1.063,0.42,0,0.7116800000000001,0,0,0.6557902885292048
user_47,engineering,2025-01-03 02:22:00,1.507,0.806,0,0.7157800000000001,0,0,0.7633218859957777
user_263,hr,2025-01-03 02:24:00,1.284,0.924,0,0.72482,0,0,0.8340616467276567
user_188,engineering,2025-01-03 02:26:00,0.384,0.614,0,0.7234400000000001,0,0,0.8050651653764955
user_249,hr,2025-01-03 02:28:00,1.177,0.767,0,0.72964,0,0,0.7825565095003519
user_297,support,2025-01-03 02:30:00,1.105,0.525,0,0.7244999999999999,0,0,0.693356790992259
user_47,engineering,2025-01-03 02:32:00,0.956,0.988,0,0.7293799999999999,0,0,0.8942851513019001
user_183,support,2025-01-03 02:34:00,0.652,0.74,0,0.7304599999999999,0,0,0.8271752287121745
user_273,engineering,2025-01-03 02:36:00,1.416,0.861,0,0.7299000000000001,0,0,0.7949277973258269
user_111,engineering,2025-01-03 02:38:00,1.504,0.666,0,0.7259,0,0,0.7076385643912737
user_108,engineering,2025-01-03 02:40:00,0.746,1.0,0,0.7324200000000001,0,0,0.9212526389866291
user_137,hr,2025-01-03 02:42:00,1.621,0.753,0,0.73572,0,0,0.7300881069669247
user_145,hr,2025-01-03 02:44:00,1.876,0.523,0,0.7296600000000001,0,0,0.6111704433497538
user_280,sales,2025-01-03 02:46:00,0.535,0.423,0,0.72464,0,0,0.7127256861365237
user_66,sales,2025-01-03 02:48:00,1.251,0.772,0,0.7250399999999999,0,0,0.776745109078114
user_248,hr,2025-01-03 02:50:00,0.494,0.87,0,0.73066,0,0,0.895853624208304
user_24,support,2025-01-03 02:52:00,0.254,0.797,0,0.72872,0,0,0.8919878958479943
user_50,engineering,2025-01-03 02:54:00,1.467,0.764,0,0.7297800000000001,0,0,0.7507442646023927
user_8,support,2025-01-03 02:56:00,0.434,0.923,0,0.7296400000000002,0,0,0.9233871921182266
user_80,engineering,2025-01-03 02:58:00,0.937,0.671,0,0.7305800000000001,0,0,0.7694907811400422
user_233,support,2025-01-03 03:00:00,0.845,0.847,0,0.73256,0,0,0.8496022519352568
user_219,finance,2025-01-03 03:02:00,0.915,0.573,0,0.72774,0,0,0.7326130893736804
user_67,hr,2025-01-03 03:04:00,1.663,0.736,0,0.7290800000000001,0,0,0.7188546094299788
user_81,hr,2025-01-03 03:06:00,1.682,0.747,1,0.7324200000000001,0,0,0.4212489795918367
user_47,hr,2025-01-03 03:08:00,0.814,0.484,0,0.7221000000000001,0,0,0.7076745953553836
user_128,support,2025-01-03 03:10:00,1.254,0.698,0,0.7198,0,0,0.7468284306826178
user_190,finance,2025-01-03 03:12:00,1.544,0.658,0,0.7195999999999999,0,0,0.7002161857846587
user_26,engineering,2025-01-03 03:14:00,1.371,0.741,0,0.7172399999999999,0,0,0.7516779732582688
user_156,finance,2025-01-03 03:16:00,0.775,0.669,0,0.71352,0,0,0.7857914144968332
user_219,support,2025-01-03 03:18:00,0.525,1.0,0,0.7223,0,0,0.9445812807881773
user_48,support,2025-01-03 03:20:00,1.36,0.539,0,0.7161,0,0,0.6720391273750879
user_109,engineering,2025-01-03 03:22:00,2.052,0.584,0,0.71154,0,0,0.6169919774806474
user_39,finance,2025-01-03 03:24:00,0.886,0.708,0,0.7079599999999999,0,0,0.7896743138634763
user_115,sales,2025-01-03 03:26:00,1.182,0.849,0,0.7127,0,0,0.814828712174525
user_227,support,2025-01-03 03:28:00,0.216,0.747,0,0.71036,0,0,0.8759991555242788
user_4,hr,2025-01-03 03:30:00,1.037,0.769,0,0.7116799999999999,0,0,0.7981348346235047
user_61,engineering,2025-01-03 03:32:00,1.013,0.675,1,0.70694,0,0,0.4630682617874736
user_67,engineering,2025-01-03 03:34:00,1.115,0.996,1,0.7147999999999999,0,0,0.5807011963406052
user_36,finance,2025-01-03 03:36:00,0.959,0.915,0,0.7143999999999999,0,0,0.864768472906404
user_196,support,2025-01-03 03:38:00,1.241,0.756,0,0.7153,0,0,0.7714007037297677
user_52,support,2025-01-03 03:40:00,1.267,0.814,0,0.7172399999999999,0,0,0.7918561576354679
user_160,hr,2025-01-03 03:42:00,0.994,0.903,0,0.7238999999999999,0,0,0.8562738916256158
user_153,finance,2025-01-03 03:44:00,1.415,0.559,0,0.7194400000000001,0,0,0.6742333567909923
user_195,finance,2025-01-03 03:46:00,0.103,0.99,0,0.7314200000000001,0,0,0.9851273750879663
user_73,support,2025-01-03 03:48:00,1.283,0.543,0,0.7325200000000001,0,0,0.6817672061928219
user_271,sales,2025-01-03 03:50:00,0.958,0.876,0,0.74076,0,0,0.8492740323715693
user_4,sales,2025-01-03 03:52:00,1.086,0.729,0,0.7418399999999999,0,0,0.7769624208304011
user_84,engineering,2025-01-03 03:54:00,1.519,0.789,0,0.7403,0,0,0.7552551724137931
user_179,finance,2025-01-03 03:56:00,1.452,0.844,0,0.7409,0,0,0.7843276565798734
user_77,engineering,2025-01-03 03:58:00,0.827,0.651,0,0.7439199999999999,0,0,0.7731023223082336
user_226,finance,2025-01-03 04:00:00,0.772,0.658,0,0.7486799999999999,0,0,0.7817080928923295
user_44,support,2025-01-03 04:02:00,1.11,0.733,0,0.7472200000000001,0,0,0.7760289936664322
user_71,support,2025-01-03 04:04:00,1.858,0.782,0,0.74438,0,0,0.7166705137227305
user_196,hr,2025-01-03 04:06:00,1.12,1.0,0,0.7521,0,0,0.8817733990147782
user_219,hr,2025-01-03 04:08:00,0.672,0.697,0,0.7507,0,0,0.807864039408867
user_71,finance,2025-01-03 04:10:00,2.045,1.0,0,0.7602000000000001,0,0,0.7841308937368051
user_141,support,2025-01-03 04:12:00,1.017,0.499,0,0.75042,0,0,0.6922460239268121
user_127,sales,2025-01-03 04:14:00,0.954,0.949,0,0.7546,0,0,0.8788962702322307
user_145,support,2025-01-03 04:16:00,1.114,0.846,1,0.7543,0,0,0.5208067558057706
user_154,finance,2025-01-03 04:18:00,1.168,0.532,0,0.7516200000000001,0,0,0.6895065446868403
user_265,sales,2025-01-03 04:20:00,1.185,0.866,0,0.74894,0,0,0.821312033779029
user_260,finance,2025-01-03 04:22:00,0.888,0.862,0,0.7511199999999999,0,0,0.8510631949331458
user_200,hr,2025-01-03 04:24:00,1.216,0.854,0,0.7577399999999999,0,0,0.8132396903589021
user_27,finance,2025-01-03 04:26:00,1.337,0.6,0,0.76128,0,0,0.6988669950738915
user_253,engineering,2025-01-03 04:28:00,1.028,0.694,0,0.7597200000000001,0,0,0.769084869809993
user_57,finance,2025-01-03 04:30:00,0.866,0.779,0,0.7578999999999999,0,0,0.820185503166784
user_255,sales,2025-01-03 04:32:00,2.15,0.903,0,0.7600200000000001,0,0,0.7342471498944405
user_36,sales,2025-01-03 04:34:00,1.784,0.641,0,0.75756,0,0,0.6680819141449683
user_6,hr,2025-01-03 04:36:00,1.793,0.981,0,0.75872,0,0,0.80313187895848
user_162,finance,2025-01-03 04:38:00,0.823,0.807,0,0.7614399999999999,0,0,0.8359245601688952
user_198,sales,2025-01-03 04:40:00,1.405,0.708,0,0.75866,0,0,0.734888951442646
user_215,hr,2025-01-03 04:42:00,1.257,0.819,0,0.76358,0,0,0.7949117522871217
user_279,finance,2025-01-03 04:44:00,1.093,0.896,0,0.76678,0,0,0.8430235045742436
user_241,support,2025-01-03 04:46:00,0.565,0.693,0,0.7656999999999999,0,0,0.8175589021815624
user_8,sales,2025-01-03 04:48:00,1.53,1.0,0,0.7760199999999999,0,0,0.838494018296974
user_34,support,2025-01-03 04:50:00,1.719,0.764,0,0.7773399999999999,0,0,0.7241432793807179
user_134,finance,2025-01-03 04:52:00,1.116,0.701,0,0.7782000000000001,0,0,0.7625956368754399
user_20,support,2025-01-03 04:54:00,1.04,0.483,0,0.7730400000000001,0,0,0.6834181562280084
user_203,sales,2025-01-03 04:56:00,2.058,0.735,0,0.7743599999999999,0,0,0.6767586206896552
user_146,sales,2025-01-03 04:58:00,0.795,0.805,0,0.7704599999999999,0,0,0.8380802251935258
user_212,engineering,2025-01-03 05:00:00,0.83,0.88,0,0.77728,0,0,0.8643856439127375
user_205,support,2025-01-03 05:02:00,0.809,0.856,0,0.7827200000000001,0,0,0.8570023926812105
user_274,sales,2025-01-03 05:04:00,1.03,0.785,0,0.7842600000000001,0,0,0.8052737508796621
user_78,hr,2025-01-03 05:06:00,1.593,0.666,0,0.7806000000000001,0,0,0.6982437719915553
user_42,hr,2025-01-03 05:08:00,1.58,0.489,0,0.77544,0,0,0.628816045038705
user_40,sales,2025-01-03 05:10:00,1.924,0.891,0,0.77788,0,0,0.7533035890218156
user_104,finance,2025-01-03 05:12:00,1.135,0.919,0,0.78276,0,0,0.8477900070372977
user_274,hr,2025-01-03 05:14:00,1.705,0.743,0,0.7777000000000001,0,0,0.7172211118930332
user_200,sales,2025-01-03 05:16:00,1.173,0.306,0,0.7655200000000001,0,0,0.5985787473610134
user_33,hr,2025-01-03 05:18:00,1.204,0.528,0,0.7609600000000001,0,0,0.6841064039408867
user_223,finance,2025-01-03 05:20:00,1.547,0.857,0,0.76182,0,0,0.7794995073891626
user_29,finance,2025-01-03 05:22:00,0.335,0.95,0,0.7627600000000001,0,0,0.9446375791695989
user_44,engineering,2025-01-03 05:24:00,0.879,1.0,0,0.77158,0,0,0.9072132301196341
user_59,engineering,2025-01-03 05:26:00,1.29,0.952,0,0.77082,0,0,0.8446282899366644
user_28,hr,2025-01-03 05:28:00,0.724,0.699,0,0.77394,0,0,0.8031749472202674
user_89,support,2025-01-03 05:30:00,0.918,0.526,0,0.7669400000000001,0,0,0.7134964109781844
user_6,finance,2025-01-03 05:32:00,0.566,0.725,0,0.7668600000000001,0,0,0.830253342716397
user_5,finance,2025-01-03 05:34:00,1.366,0.593,0,0.76294,0,0,0.6930057705840957
user_254,hr,2025-01-03 05:36:00,1.0,0.638,0,0.7588199999999999,0,0,0.7496405348346236
user_267,sales,2025-01-03 05:38:00,1.148,0.842,0,0.7626400000000001,0,0,0.8156177339901478
user_132,finance,2025-01-03 05:40:00,1.229,0.659,0,0.76266,0,0,0.7338674173117523
user_190,finance,2025-01-03 05:42:00,1.687,0.795,0,0.7638999999999999,0,0,0.7399211822660099
user_137,support,2025-01-03 05:44:00,1.244,0.595,0,0.7601600000000001,0,0,0.7066840253342717
user_15,hr,2025-01-03 05:46:00,1.628,0.81,0,0.7563599999999999,0,0,0.7521491907107671
user_219,hr,2025-01-03 05:48:00,1.425,0.711,0,0.7566399999999999,0,0,0.7339777621393384
user_268,support,2025-01-03 05:50:00,0.983,1.0,0,0.7566399999999999,0,0,0.8962350457424348
user_134,sales,2025-01-03 05:52:00,0.976,0.568,0,0.75802,0,0,0.7241739619985925
user_39,engineering,2025-01-03 05:54:00,1.268,0.742,1,0.7538799999999999,0,0,0.4629505981703026
user_233,sales,2025-01-03 05:56:00,1.711,0.721,0,0.75138,0,0,0.7077877551020408
user_184,support,2025-01-03 05:58:00,1.49,0.962,0,0.7599799999999999,0,0,0.827516396903589
user_255,sales,2025-01-03 06:00:00,1.369,0.601,0,0.7546799999999999,0,0,0.6958890921885996
user_85,hr,2025-01-03 06:02:00,0.315,0.805,0,0.75354,0,0,0.8887487684729065
user_80,hr,2025-01-03 06:04:00,1.008,0.78,0,0.7520600000000001,0,0,0.8055960591133005
user_52,sales,2025-01-03 06:06:00,1.177,0.565,0,0.7513600000000001,0,0,0.7017565095003517
user_59,finance,2025-01-03 06:08:00,1.102,0.594,0,0.7493599999999999,0,0,0.7212734693877552
user_260,support,2025-01-03 06:10:00,0.941,0.878,0,0.75134,0,0,0.8518685432793807
user_22,support,2025-01-03 06:12:00,1.215,0.827,0,0.74982,0,0,0.8025452498240675
user_125,support,2025-01-03 06:14:00,1.254,0.702,0,0.75104,0,0,0.7484284306826179
user_241,hr,2025-01-03 06:16:00,1.303,0.506,0,0.74154,0,0,0.6648560168895145
user_196,finance,2025-01-03 06:18:00,1.549,0.625,0,0.7379000000000001,0,0,0.6864883884588318
user_91,support,2025-01-03 06:20:00,1.426,0.697,0,0.7376799999999999,0,0,0.728272202674173
user_283,engineering,2025-01-03 06:22:00,0.584,0.647,0,0.7342400000000001,0,0,0.7971532723434201
user_114,hr,2025-01-03 06:24:00,1.429,1.0,0,0.7363200000000001,0,0,0.849155524278677
user_127,engineering,2025-01-03 06:26:00,1.147,1.0,0,0.7424600000000001,0,0,0.8789232934553131
user_163,hr,2025-01-03 06:28:00,0.387,0.374,0,0.72994,0,0,0.7087484869809992
user_39,sales,2025-01-03 06:30:00,1.058,0.734,0,0.72934,0,0,0.7819180858550316
user_190,support,2025-01-03 06:32:00,1.455,0.326,0,0.7218399999999999,0,0,0.5768109781843771
user_257,support,2025-01-03 06:34:00,1.348,0.714,0,0.72646,0,0,0.7433058409570725
user_91,finance,2025-01-03 06:36:00,1.789,0.771,0,0.72718,0,0,0.7195541168191415
user_264,support,2025-01-03 06:38:00,2.552,0.715,0,0.7253800000000001,0,0,0.6166122448979592
user_205,support,2025-01-03 06:40:00,1.752,0.966,0,0.7271,0,0,0.8014598170302605
user_238,hr,2025-01-03 06:42:00,0.018,0.853,0,0.7270399999999999,0,0,0.9392999296270232
user_159,hr,2025-01-03 06:44:00,0.575,0.355,0,0.7184400000000001,0,0,0.6813033075299084
user_44,sales,2025-01-03 06:46:00,0.643,0.93,0,0.72372,0,0,0.904125263898663
user_233,support,2025-01-03 06:48:00,0.902,0.499,1,0.72392,0,0,0.4043853624208304
user_188,finance,2025-01-03 06:50:00,1.28,0.954,0,0.72518,0,0,0.846483884588318
user_149,sales,2025-01-03 06:52:00,0.648,0.873,0,0.72426,0,0,0.880797466572836
user_155,sales,2025-01-03 06:54:00,0.248,0.967,0,0.7287399999999999,0,0,0.9606212526389866
user_124,engineering,2025-01-03 06:56:00,1.379,0.571,0,0.7340399999999999,0,0,0.6828334975369459
user_188,sales,2025-01-03 06:58:00,1.56,0.668,0,0.7368399999999999,0,0,0.7025272343420127
user_252,finance,2025-01-03 07:00:00,0.739,0.665,0,0.733,0,0,0.7879915552427867
user_279,finance,2025-01-03 07:02:00,1.506,0.603,0,0.7260599999999999,0,0,0.6822274454609429
user_77,support,2025-01-03 07:04:00,0.088,0.672,0,0.7194999999999999,0,0,0.8595107670654469
user_209,support,2025-01-03 07:06:00,1.822,0.934,0,0.71914,0,0,0.781270654468684
user_119,sales,2025-01-03 07:08:00,0.917,0.66,0,0.71836,0,0,0.7672019704433497
user_177,support,2025-01-03 07:10:00,0.871,0.645,0,0.7207399999999999,0,0,0.766057705840957
user_171,support,2025-01-03 07:12:00,0.882,0.781,0,0.72186,0,0,0.819296551724138
user_192,hr,2025-01-03 07:14:00,1.836,0.603,0,0.72206,0,0,0.6473928219563687
user_53,finance,2025-01-03 07:16:00,0.791,0.798,0,0.7252600000000001,0,0,0.8357024630541872
user_271,finance,2025-01-03 07:18:00,1.536,0.525,0,0.71892,0,0,0.6478606615059816
user_214,engineering,2025-01-03 07:20:00,0.461,1.0,0,0.7257399999999999,0,0,0.9513370865587614
user_30,finance,2025-01-03 07:22:00,0.067,0.697,0,0.72378,0,0,0.8717275158339197
user_143,support,2025-01-03 07:24:00,0.5,0.522,0,0.72232,0,0,0.7560202674173118
user_22,finance,2025-01-03 07:26:00,0.414,0.912,0,0.7243600000000001,0,0,0.9210983814215341
user_266,engineering,2025-01-03 07:28:00,1.219,0.914,0,0.7284200000000002,0,0,0.8369230119634061
user_190,engineering,2025-01-03 07:30:00,1.124,0.909,0,0.7266000000000001,0,0,0.8449511611541167
user_43,sales,2025-01-03 07:32:00,1.112,0.315,0,0.72154,0,0,0.6086178747361013
user_48,sales,2025-01-03 07:34:00,1.453,0.737,0,0.7214400000000001,0,0,0.7414220971147079
user_68,engineering,2025-01-03 07:36:00,1.083,0.616,0,0.71934,0,0,0.7320790992258972
user_38,sales,2025-01-03 07:38:00,1.523,0.585,0,0.7118000000000001,0,0,0.6732329345531316
user_290,support,2025-01-03 07:40:00,1.522,0.762,0,0.7150200000000001,0,0,0.7441384940182969
user_222,finance,2025-01-03 07:42:00,1.536,0.775,0,0.71442,0,0,0.7478606615059817
user_121,hr,2025-01-03 07:44:00,1.79,0.81,0,0.7150200000000001,0,0,0.7350485573539761
